scorer,DLC_resnet101_PointGreyApr24shuffle1_1050000,DLC_resnet101_PointGreyApr24shuffle1_1050000,DLC_resnet101_PointGreyApr24shuffle1_1050000,DLC_resnet101_PointGreyApr24shuffle1_1050000,DLC_resnet101_PointGreyApr24shuffle1_1050000,DLC_resnet101_PointGreyApr24shuffle1_1050000,DLC_resnet101_PointGreyApr24shuffle1_1050000,DLC_resnet101_PointGreyApr24shuffle1_1050000,DLC_resnet101_PointGreyApr24shuffle1_1050000,DLC_resnet101_PointGreyApr24shuffle1_1050000,DLC_resnet101_PointGreyApr24shuffle1_1050000,DLC_resnet101_PointGreyApr24shuffle1_1050000,DLC_resnet101_PointGreyApr24shuffle1_1050000,DLC_resnet101_PointGreyApr24shuffle1_1050000,DLC_resnet101_PointGreyApr24shuffle1_1050000,DLC_resnet101_PointGreyApr24shuffle1_1050000,DLC_resnet101_PointGreyApr24shuffle1_1050000,DLC_resnet101_PointGreyApr24shuffle1_1050000,DLC_resnet101_PointGreyApr24shuffle1_1050000,DLC_resnet101_PointGreyApr24shuffle1_1050000,DLC_resnet101_PointGreyApr24shuffle1_1050000,DLC_resnet101_PointGreyApr24shuffle1_1050000,DLC_resnet101_PointGreyApr24shuffle1_1050000,DLC_resnet101_PointGreyApr24shuffle1_1050000
bodyparts,Nose,Nose,Nose,Left Ear,Left Ear,Left Ear,Right Ear,Right Ear,Right Ear,Tailbase,Tailbase,Tailbase,Left Leg,Left Leg,Left Leg,Right Leg,Right Leg,Right Leg,Mid-Back,Mid-Back,Mid-Back,Tail,Tail,Tail
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,292.37950456142426,86.70382571220398,0.9999991655349731,320.962525844574,144.0353765487671,0.9999997615814209,358.5533404350281,117.16330969333649,0.9999998807907104,417.6344997882843,331.2498171925545,0.999997615814209,352.39754247665405,267.36311691999435,0.9999985694885254,458.3006811141968,247.55426049232483,0.9999961853027344,381.5422959327698,188.58331537246704,0.9999865293502808,421.2479832172394,403.3576499223709,0.9999309778213501
1,284.65180122852325,85.91676259040833,0.9930418729782104,317.1205075979233,144.81133353710175,0.9999985694885254,353.02352929115295,116.20658349990845,0.9999955892562866,418.2718930244446,330.73546504974365,0.9999972581863403,352.39322662353516,266.50256729125977,0.9999949932098389,459.4726507663727,244.13888692855835,0.9995427131652832,378.82610750198364,188.02915740013123,0.9999959468841553,423.02309346199036,403.46679878234863,0.9997227787971497
2,278.5475926399231,86.09332048892975,0.9979791045188904,309.6833198070526,144.46983206272125,0.999997615814209,346.2916121482849,115.67003011703491,0.9999908208847046,416.7096242904663,329.21571683883667,0.9999961853027344,350.96060913801193,268.9777145385742,0.9999985694885254,454.66099643707275,243.88907599449158,0.9999711513519287,373.57760897278786,187.71064615249634,0.9999992847442627,422.6124742627144,405.529363155365,0.999784529209137
3,272.99965620040894,83.9815902709961,0.9977255463600159,305.6577250957489,141.8006911277771,0.9999985694885254,340.64567279815674,112.69029980897903,0.9999974966049194,416.46553072333336,325.75031566619873,0.9999938011169434,350.178141951561,266.6706590652466,0.9999958276748657,450.01986503601074,238.03679966926575,0.9999184608459473,370.4812345504761,185.3394103050232,0.9999966621398926,423.30177998542786,398.4216511249542,0.9998960494995117
4,267.45285749435425,88.6240906715393,0.999829888343811,301.4771273136139,142.20505273342133,0.9999963045120239,335.52419233322144,112.6783800125122,0.9999938011169434,417.81676027178764,323.05253982543945,0.9999778270721436,352.1028183698654,267.28573727607727,0.9999983310699463,449.9508348181844,233.99995851516724,0.9998438358306885,367.88365650177,185.06753611564636,0.9999948740005493,424.5669778585434,399.3706622123718,0.9992702603340149
5,261.801962852478,90.52911502122879,0.9994252920150757,295.31482696533203,141.8643283843994,0.9999985694885254,328.9629473686218,110.84157681465149,0.9999985694885254,418.4999270439148,321.3855583667755,0.9999979734420776,350.1639025211334,266.6429181098938,0.9999914169311523,448.02636528015137,231.22740077972412,0.9993207454681396,363.250222325325,181.07232093811035,0.9999897480010986,426.13048219680786,394.2435996979475,0.999778687953949
6,255.48992729187012,94.88691186904907,0.9991401433944702,286.8779364153743,140.42999702692032,0.9999964237213135,318.83430691063404,108.61886358261108,0.9999901056289673,415.51490330696106,318.4472756385803,0.9999972581863403,346.7102289199829,266.5856957435608,0.9999958276748657,442.2215995788574,229.31976449489594,0.9998025298118591,358.6523812711239,182.21764826774597,0.9999954700469971,425.3706774711609,390.53575682640076,0.9994736313819885
7,249.24593305587769,95.76201106607914,0.9976224303245544,279.24008679389954,139.32014417648315,0.9999946355819702,311.4714113473892,106.81946229934692,0.9999972581863403,415.4113429784775,314.61174488067627,0.9999939203262329,344.6252553164959,264.3200631439686,0.9999995231628418,440.13167226314545,224.44160017371178,0.9997449517250061,353.4973893761635,179.1162247657776,0.9999926090240479,424.61727261543274,382.3677134513855,0.9988671541213989
